activity_id,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,endpoint_value,potency_nM,efficacy_pct,fold_shift,receptor_species,evidence_tier,final_modeling_role,extended_category,strict_view_membership,species_caveat,notes
ACT_18216491,CM00179,PARENT0397,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_18216498,CM00035,PARENT0398,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_18216501,CM00520,PARENT0377,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_18216583,CM00035,PARENT0398,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,>,31622.78,31622.78,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_18216590,CM00179,PARENT0397,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,>,31622.78,31622.78,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_18461653,CM00667,PARENT0404,PMID_29089231,ASSY_CHEMBL4180723,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_18461658,CM00799,PARENT0409,PMID_29089231,ASSY_CHEMBL4180723,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_18461659,CM00486,PARENT0410,PMID_29089231,ASSY_CHEMBL4180723,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_18461670,CM00563,PARENT0420,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,65.0,,65.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461671,CM00503,PARENT0421,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,54.0,,54.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461672,CM00765,PARENT0399,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,78.0,,78.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461673,CM00130,PARENT0400,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,72.0,,72.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461674,CM00646,PARENT0401,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,83.0,,83.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461675,CM00718,PARENT0402,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,82.0,,82.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461676,CM00470,PARENT0403,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,54.0,,54.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461678,CM00711,PARENT0405,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,94.0,,94.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461679,CM00011,PARENT0406,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,75.0,,75.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461680,CM00088,PARENT0407,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,83.0,,83.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461681,CM00036,PARENT0408,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,80.0,,80.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461684,CM00328,PARENT0411,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,30.0,,30.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461685,CM00544,PARENT0412,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,36.0,,36.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461686,CM00660,PARENT0413,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,67.0,,67.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461687,CM00629,PARENT0414,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,78.0,,78.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461688,CM00251,PARENT0415,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,85.0,,85.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461689,CM00580,PARENT0416,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,98.0,,98.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461690,CM00051,PARENT0417,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,45.0,,45.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461693,CM00732,PARENT0418,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,45.0,,45.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461694,CM00194,PARENT0419,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,53.0,,53.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18461695,CM00666,PARENT0312,PMID_29089231,ASSY_CHEMBL4180724,PAM_functional_calcium,calcium,%max,=,74.0,,74.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524269,CM00658,PARENT0422,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,30000.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524270,CM00324,PARENT0423,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,11340.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524271,CM00247,PARENT0424,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,11180.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524272,CM00692,PARENT0425,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,30000.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524273,CM00528,PARENT0426,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,6065.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524274,CM00263,PARENT0427,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,30000.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524275,CM00291,PARENT0428,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,8063.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524276,CM00585,PARENT0429,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,8623.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18524277,CM00645,PARENT0430,PMID_28947932,ASSY_CHEMBL4194319,PAM_functional_calcium,calcium,IP,=,239613.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=IP; source_kind=secondary_patent_highlight; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18556023,CM00810,PARENT0432,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,14.0,14.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.85 (generic negative-log potency)
ACT_18556024,CM00174,PARENT0433,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,18.0,18.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.75 (generic negative-log potency)
ACT_18556025,CM00775,PARENT0434,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,20.0,20.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.7 (generic negative-log potency)
ACT_18556026,CM00274,PARENT0435,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,20.0,20.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.7 (generic negative-log potency)
ACT_18556027,CM00207,PARENT0436,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,15.0,15.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.82 (generic negative-log potency)
ACT_18556028,CM00358,PARENT0437,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,25.0,25.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.6 (generic negative-log potency)
ACT_18556029,CM00078,PARENT0438,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,14.0,14.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.85 (generic negative-log potency)
ACT_18556030,CM00397,PARENT0439,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,18.0,18.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.75 (generic negative-log potency)
ACT_18556031,CM00575,PARENT0440,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,22.0,22.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.66 (generic negative-log potency)
ACT_18556032,CM00721,PARENT0441,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,18.0,18.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.75 (generic negative-log potency)
ACT_18556033,CM00458,PARENT0442,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,17.0,17.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.77 (generic negative-log potency)
ACT_18556034,CM00874,PARENT0443,PMID_30128067,ASSY_CHEMBL4200443,PAM_functional_calcium,calcium,EC50,=,20.0,20.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=secondary_patent_highlight; legacy pEC50=7.7 (generic negative-log potency)
ACT_18683792,CM00517,PARENT0444,PMID_30258541,ASSY_CHEMBL4237199,PAM_functional_calcium,calcium,EC50,>,30000.0,30000.0,,,Homo sapiens,EXTENDED,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_18852467,CM00499,PARENT0445,PMID_31223452,ASSY_CHEMBL4306810,PAM_functional_cAMP,cAMP,EC50,=,57.0,57.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.24 (generic negative-log potency)
ACT_18852468,CM00323,PARENT0446,PMID_31223452,ASSY_CHEMBL4306810,PAM_functional_cAMP,cAMP,EC50,=,6.0,6.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.22 (generic negative-log potency)
ACT_18852469,CM00613,PARENT0447,PMID_31223452,ASSY_CHEMBL4306810,PAM_functional_cAMP,cAMP,EC50,=,9.0,9.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.05 (generic negative-log potency)
ACT_18852470,CM00509,PARENT0448,PMID_31223452,ASSY_CHEMBL4306810,PAM_functional_cAMP,cAMP,EC50,=,25.0,25.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_18852471,CM00022,PARENT0449,PMID_31223452,ASSY_CHEMBL4306810,PAM_functional_cAMP,cAMP,EC50,=,3410.0,3410.0,,,Homo sapiens,EXTENDED,extended_exact_secondary,extended_exact_secondary,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.47 (generic negative-log potency)
ACT_18852472,CM00258,PARENT0450,PMID_31223452,ASSY_CHEMBL4306810,PAM_functional_cAMP,cAMP,EC50,>,10000.0,10000.0,,,Homo sapiens,EXTENDED,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_18852473,CM00744,PARENT0451,PMID_31223452,ASSY_CHEMBL4306810,PAM_functional_cAMP,cAMP,EC50,=,10000.0,10000.0,,,Homo sapiens,EXTENDED,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=5 (generic negative-log potency); assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
